Archetype 0,Archetype 1,Archetype 2,Archetype 3,Archetype 4,Archetype 5,Archetype 6,Archetype 7,Archetype 8,Archetype 9,zip,cluster
0.048427906672782246,0.0,0.0,0.1823132656874326,0.0,0.7658249530171872,0.0,0.0,0.0,0.0,00683,5
0.0,0.0,0.0,0.2928821786751009,0.0,0.7042117289739432,0.0,0.0,0.0,0.0,00685,5
0.034208133741452755,0.0,0.0,0.2687904417433382,0.0,0.6239070987993954,0.07009215156762733,0.0,0.0,0.0,00687,5
0.0,0.0,0.10828718470969943,0.15496195234255225,0.0,0.540721394729243,0.08466127118042786,0.060337520669181105,0.047682201349943866,0.0,00688,5
0.0,0.26074527420792243,0.27622443391973417,0.12215438064788126,0.0,0.21204896326415887,0.0,0.004944161134460651,0.12032138181697852,0.0,00690,2
0.0,0.0,0.050561118759535194,0.5757460589951763,0.0,0.30312657398892556,0.0,0.0,0.06905086783398694,0.0,00692,3
0.0,0.0,0.0,0.0,0.0,0.10042458803335838,0.0,0.8991314168711741,0.0,0.0,00694,7
0.0,0.0,0.0,0.4084499571417729,0.0,0.5241595407535633,0.06506473659042807,0.0,0.0,0.0,00698,5
0.05863002499053344,0.0,0.02832376150978414,0.2852109204971021,0.0,0.6156318779340012,0.0,0.0,0.0,0.009214126922401832,00703,5
0.10544256688834333,0.0,0.28847380416961965,0.29729060159337944,0.0,0.22145098270941088,0.0,0.0,0.08118447189089646,0.0032643139847989035,00704,3
0.029988441151848642,0.0,0.0885794041385087,0.31447362597921136,0.0,0.5269014551097875,0.03726021026383277,0.0,0.0,0.0,00705,5
0.18060533160129538,0.0,0.07828325281177022,0.10633614502538835,0.0,0.5864032078438455,0.0,0.0,0.0,0.044510570405900306,00707,5
0.026318524449936574,0.036666486996460176,0.06981722866079898,0.0,0.0,0.8483833687397233,0.0,0.014486607741584908,0.0,0.0,00714,5
0.3026053158404258,0.0,0.23670441189354446,0.011408765719039067,0.0,0.422477999356694,0.0,0.0,0.0,0.022511662163211047,00715,5
0.0,0.07400711330791018,0.03226348370270502,0.3014379611243553,0.0,0.5894759308611273,0.0,0.0,0.0,0.0,00716,5
0.02343802300120967,0.0,0.17974381014302693,0.30420351512719496,0.0,0.4897743409901633,0.0,0.0,0.0,0.0,00717,5
0.0,0.0,0.09001915625842775,0.20341136784136504,0.0,0.6900284743849104,0.0,0.0,0.013148263885987372,0.0,00744,5
0.0,0.0,0.03560786389776937,0.28269634898602547,0.0,0.6341906800173451,0.0,0.0,0.0,0.044503481669620225,00719,5
0.0,0.1247304777023003,0.03363798889918274,0.04392186611574199,0.0,0.7936189145123833,0.0,0.0,0.0,0.0,00720,5
0.006964184059405337,0.0,0.0,0.399033445644303,0.0,0.5916158558348826,0.0,0.0,0.0,0.0,00728,5
0.0,0.0,0.0,0.3973292332696611,0.0,0.6004455163490532,0.0,0.0,0.0,0.0,00729,5
0.03741185290814878,0.0,0.0,0.32547767638407527,0.0,0.6343481012413509,0.0,0.0,0.0,0.0,00734,5
0.09603940626701561,0.0,0.0194680440859849,0.20759859453769045,0.0,0.5423120814140822,0.0,0.06342259182400352,0.0,0.06805286495164055,00731,5
0.0,0.0,0.17057539965100804,0.297874980338889,0.0,0.2890573359032892,0.12407231619419196,0.0,0.11556556162612461,0.0,00742,3
0.0,0.0,0.0,0.472162704175398,0.0,0.525915940151653,0.0,0.0,0.0,0.0,00737,5
0.0,0.0,0.05743083742416084,0.4007166642818329,0.0,0.5058270922596703,0.0,0.0,0.033657930754138754,0.0,00738,5
0.0,0.0,0.0,0.33671507767535575,0.0,0.6119348826322953,0.04865184607210692,0.0,0.0,0.0,00739,5
0.1682979670321669,0.0,0.1801948276132752,0.0,0.0,0.31615074373338453,0.11133671514778178,0.22070377012133233,0.0,0.0,00740,5
0.19032114379999976,0.0,0.1713502045231757,0.0,0.0,0.4976503934276244,0.0,0.04200887281719529,0.0,0.09449866842092981,00741,5
0.0,0.0,0.0,0.5329207955518536,0.0,0.46544244478891234,0.0,0.0,0.0,0.0,00745,3
0.04198115361763987,0.0,0.12822264903806876,0.30293046713144334,0.0,0.5240293944055604,0.0,0.0,0.0,0.0,00751,5
0.0,0.0,0.0,0.43678322262556357,0.0,0.4494122011895541,0.0,0.0,0.11158414404923682,0.0,00754,5
0.14055323666369843,0.0,0.0,0.14212717043292766,0.0,0.7033001949120068,0.0,0.0,0.0,0.010335635999401528,00757,5
0.0,0.0,0.10032373345772928,0.4414855508490106,0.0,0.21693790709102412,0.0,0.24010449877022785,0.0,0.0,00765,3
0.0,0.0,0.0632117517422959,0.2739319002801662,0.0,0.5786415838910086,0.0,0.0,0.0,0.08119754732617046,00766,5
0.03464204633068535,0.0,0.0,0.4098348864564093,0.0,0.5071434457250892,0.02264490460339562,0.0234931277219551,0.0,0.0,00767,5
0.0,0.012682494048972315,0.0,0.12760930003482812,0.0,0.8560394953688611,0.0,0.0,0.0,0.0,00769,5
0.0,0.007329861852664398,0.02109395272752223,0.3097132467380613,0.0,0.6590372571730114,0.0,0.0,0.0,0.0,00771,5
0.16165024800351285,0.0,0.10709096383468897,0.2539835977063049,0.0,0.4742304325228872,0.0,0.0,0.0,0.0,00772,5
0.0,0.0,0.16328111290407343,0.4176386389103782,0.0,0.32862875922434637,0.08820186269193192,0.0,0.0,0.0,00773,3
0.03045290351218366,0.0,0.1592007188152316,0.27438388764496,0.0,0.09920046966904511,0.07924670476095097,0.35610536251751124,0.0,0.0,00775,7
0.01738587128303036,0.0,0.0,0.25335580873929053,0.0,0.72619948935132,0.0,0.0,0.0,0.0,00777,5
0.0,0.0008953295386279155,0.005551310215831834,0.5853080247270702,0.0,0.4067894836720976,0.0,0.0,0.0,0.0,00778,3
0.0,0.0,0.06639121596628646,0.017686476963143596,0.0,0.5772113423935027,0.0,0.04804641627228666,0.28648500097318724,0.0,00780,5
0.0944066307384398,0.0,0.07273982462192786,0.26611096559977104,0.0,0.5159283302319617,0.0,0.04794989778425059,0.0,0.0,00782,5
0.0,0.15616584912157974,0.0,0.26334854790480305,0.0,0.5776977471887125,0.0,0.0,0.0,0.0,00783,5
0.0,0.0,0.0,0.2855367911175758,0.0,0.7115798068616117,0.0,0.0,0.0,0.0,00785,5
0.0,0.0,0.0,0.0,0.0,0.20668849834389813,0.0,0.7923840856035972,0.0,0.0,00786,7
0.0,0.0,0.0,0.5319882898784221,0.0,0.4663578179988308,0.0,0.0,0.0,0.0,00792,3
0.0,0.025396816657789385,0.05115718585668302,0.1171650205250007,0.0,0.8025186215167596,0.0,0.0,0.0,0.0,00794,5
0.032233660158871344,0.0,0.32056944447358116,0.27913494610074624,0.0,0.31653191274891107,0.0,0.0487855239013615,0.0,0.0,00902,2
0.0,0.0,0.1384605069714127,0.0,0.0,0.0751251595349753,0.0,0.7639291274161298,0.02145329299840054,0.0,00906,7
0.0,0.0,0.19046165633292622,0.468159293356819,0.0,0.3014521442087885,0.0,0.026810895472271196,0.011189465097457841,0.0,00908,3
0.019986875922420728,0.0,0.16639574777401223,0.28967547256094384,0.0,0.24656991767616157,0.08865482918939356,0.18664039661136056,0.0,0.0,00940,3
0.12078933320260576,0.0,0.2324151545254695,0.3658380448970522,0.0,0.14331886326813134,0.13517803995567548,0.0,0.0,0.0,00914,3
0.08488062353835327,0.0,0.3109850639593262,0.21722143072549754,0.0,0.32421126210342144,0.031286243704271285,0.02829234621426938,0.0,0.0,00912,5
0.05642008687694894,0.0,0.16330624828746673,0.05725798826018625,0.0,0.5914653593180127,0.0,0.0,0.0,0.12745550569108946,00913,5
0.012264849588355017,0.0,0.12172776234602763,0.49370738236841466,0.0,0.3704127926738534,0.0,0.0,0.0,0.0,00916,3
0.0,0.0,0.11964062590059994,0.24625562021852807,0.0,0.5354414279637804,0.05597444549101421,0.039709971700405494,0.0,0.0,00939,5
0.025333010667009104,0.0,0.11456501175291753,0.3522031266911403,0.0,0.4523001793033864,0.0,0.05321568282862493,0.0,0.0,00920,5
0.102580671431442,0.0,0.056272739872726595,0.45938165435802103,0.0,0.37969522209538337,0.0,0.0,0.0,0.0,00930,3
0.0,0.0,0.0,0.6511920246813,0.0,0.3477664815399427,0.0,0.0,0.0,0.0,00929,3
0.0,0.0,0.4184661346293845,0.3477777810848023,0.0,0.1724255604125612,0.0,0.0,0.0587552850063923,0.0,00931,2
0.0,0.0,0.1421336704084469,0.22177241731622782,0.0,0.46913314396724437,0.13762194057527785,0.0,0.02610155759199883,0.0,00927,5
0.31831428515860666,0.0,0.009228678887569624,0.0,0.0,0.0,0.0,0.6710759716425536,0.0,0.0,00934,7
0.0,0.0,0.4029304351904748,0.0,0.0,0.2788596875591437,0.0,0.315302355357406,0.0,0.0,00936,2
0.0,0.0,0.038313979557443284,0.0,0.0,0.0,0.0,0.9616921702635304,0.0,0.0,00951,7
0.0,0.13784332549862116,0.11679573399811599,0.0,0.0,0.6348268875841341,0.0,0.0867711647356186,0.01985074846834226,0.0,00952,5
0.0,0.0,0.7834694548782261,0.0,0.0,0.21234165898064394,0.0,0.0,0.0,0.0,00960,2
0.0,0.04796640955722163,0.11353655704957075,0.5788333449967502,0.0,0.25824792629379717,0.0,0.0,0.0,0.0,00961,3
0.0,0.0,0.16054151935631117,0.3729682892201892,0.0,0.38265985847449185,0.05568855637031011,0.0,0.025660280590435812,0.0,00963,5
0.09915902240395774,0.0,0.1651178232025384,0.11461673553580844,0.0,0.4992427548989725,0.0,0.0,0.0,0.11807161342134773,00965,5
0.0772208485534415,0.0,0.0,0.2493641876753284,0.0,0.5101133418119356,0.0,0.0,0.0,0.1601879310628821,00966,5
0.0,0.0,0.22949156267040605,0.024985277247452243,0.0,0.2639806153909846,0.05524424444389616,0.08449107856857632,0.3378904272173916,0.0,00968,8
0.0,0.0,0.008463181330016348,0.5419301741205163,0.0,0.43524203534232336,0.012694252535303036,0.0,0.0,0.0,00970,3
0.0,0.12813100526904234,0.0,0.3380578377707483,0.0,0.47044472761271117,0.0,0.0,0.0,0.06084571872060605,00971,5
0.0,0.0,0.14012673781262802,0.6039591453090803,0.0,0.10867581288000547,0.05159979885971575,0.0947277830445417,0.0,0.0,00981,3
0.0,0.0,0.05582506965155272,0.3749429090506898,0.0,0.3612185187591439,0.07969524345533062,0.1263954102004686,0.0,0.0,00982,3
0.0,0.0,0.0,0.42321755788858983,0.0,0.434936435641555,0.1396554266262912,0.0,0.0,0.0,00986,5
0.0,0.0,0.6817364916890941,0.31586497314187406,0.0,0.0,0.0,0.0,0.0,0.0,01003,2
0.0,0.0479270930557053,0.07584370031055143,0.43367725177691946,0.0,0.036644406654715654,0.0,0.0,0.4036380825873221,0.0,01007,3
0.0,0.11636368088854449,0.0,0.0,0.2161486451289378,0.0,0.2846053504678647,0.2274319326905462,0.10572972416235517,0.046394610391599325,01008,6
0.0466074792133517,0.007120330696345352,0.0,0.0,0.3513771166041591,0.0,0.0,0.5929193044011208,0.0,0.0,01009,7
0.18155736595285502,0.0,0.07953736664622725,0.0,0.4624832715258259,0.06782668830718153,0.0,0.0,0.20396466864482535,0.0,01010,4
0.0,0.07647960949172002,0.29436774201979615,0.18024747942162947,0.1049806470098844,0.012578019756159341,0.09512832605154085,0.1596062031345997,0.07386136467221056,0.0,01011,2
0.0,0.0,0.07343628189088652,0.784759162187283,0.023808450157378598,0.010042194832140482,0.008394475041082464,0.09952198109689259,0.0,0.0,01014,3
0.0,0.0,0.0,0.8617718727731188,0.023446922924050786,0.0,0.0,0.09927211429720437,0.015835467906814713,0.0,01021,3
0.0,0.023967054966062683,0.4407758947164333,0.31768848590499665,0.0,0.0,0.0,0.06502805869243519,0.15006094543953055,0.0,01022,2
0.17049556251190334,0.1713386198350493,0.0,0.02786800852301215,0.0,0.028020235547573585,0.0,0.28523862232764086,0.3093225485063015,0.004740108016070286,01026,8
0.0,0.0,0.005199251976329731,0.7539261374179438,0.0,0.0,0.0,0.1805225420209148,0.060492764646802345,0.0,01027,3
0.10298422627516146,0.46297562612333837,0.0,0.0,0.0,0.0515284922411606,0.03648042169796048,0.3036922418201073,0.0127052679259484,0.02691486179854286,01029,1
0.0,0.0,0.10728792465906123,0.5019796118118047,0.09707755776224829,0.02291017349420523,0.0,0.08767729823862844,0.18147366655940247,0.0,01030,3
0.09659834385899588,0.06731001366995536,0.0,0.0,0.0,0.05254922097483871,0.0,0.28641686547182216,0.4799467694504301,0.013958668326328161,01031,8
0.0,0.0,0.05635036061728908,0.0,0.4037912461129055,0.0,0.007544537553674478,0.39082038536876895,0.13858457722682413,0.0,01032,4
0.0,0.0,0.1412642396426867,0.09114410901964916,0.1767797256139626,0.15299655441964796,0.04698001917600712,0.0,0.38674218852647835,0.0,01033,8
0.0,0.0,0.01796139282009435,0.37812305552329323,0.0,0.0,0.011449989106137733,0.3905417541131787,0.15880821232880366,0.04226935455097086,01034,7
0.17694323892920988,0.0,0.13064957013825432,0.31070377216856954,0.0,0.0,0.21887794733816965,0.0,0.16006469567591924,0.0,01035,3
0.0,0.0,0.02436217536789617,0.15394055214892194,0.07302736303112871,0.081077077982692,0.012468882285499222,0.11258649098064549,0.49091044065202044,0.04830355365892137,01036,8
0.03872304138942836,0.0,0.24157765234469886,0.0,0.0,0.36776858777886356,0.0,0.34910590888948356,0.0,0.0,01037,5
0.10487930912996529,0.07153765675477991,0.08973593042119643,0.0,0.16469376950324982,0.0,0.0,0.04878934096039452,0.5160470778387205,0.0,01038,8
0.15494153426605267,0.0,0.0636228331604278,0.0,0.0,0.3844284691020981,0.0,0.3401355755546213,0.05392517696527185,0.0,01039,5
0.0008320284511780597,0.021462597973192346,0.2657982409985841,0.22011563139506518,0.05316109030475085,0.05313797217192073,0.03219210797399293,0.22329622282318834,0.12766563059967867,0.0,01053,2
0.0019308606606134027,0.0,0.08647249123828807,0.22880701926922475,0.0,0.0,0.0,0.15969664643542633,0.29420494781129053,0.22625942106164337,01054,8
0.0,0.1700533664352569,0.12390408767343923,0.32874012729333435,0.01294610152171103,0.0,0.0,0.013640943716423718,0.34807010053153153,0.0,01057,8
0.0,0.0,0.1802623290541568,0.6874139450440597,0.0,0.0,0.033994712278115145,0.06348328259009617,0.03419347736243734,0.0,01061,3
0.0,0.0,0.1209819007072347,0.6215552502471684,0.0,0.0,0.05739346297240103,0.10192557482752443,0.059330291646419446,0.037998676899384354,01062,3
0.0,0.0,0.9630739585197312,0.0,0.0,0.0,0.0,0.03295265930354742,0.0,0.0,01063,2
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9999782514601003,0.0,0.0,01066,7
0.08425757123681771,0.0,0.08623318671480068,0.14267870775103755,0.0,0.0,0.09072273685139169,0.04262946523786841,0.24653225761958045,0.30341672833174926,01068,9
0.0,0.027762888173100693,0.00010588706272858594,0.0501540955500625,0.0,0.17658339329531075,0.0,0.0,0.7410749982418867,0.0,01069,8
0.0,0.0,0.24372387549236693,0.2852327369806766,0.0,0.0,0.0,0.3273710207896866,0.0,0.1421770234498853,01070,7
0.021674919852306827,0.0,0.11580452544694739,0.24477403740417072,0.0,0.0,0.0,0.20556312055128265,0.15586294612119844,0.2540095153338046,01071,9
0.0,0.0,0.21262422197602862,0.29759907287778026,0.0,0.0,0.1489206484238291,0.15498118026131075,0.0017978853203874723,0.181930292050715,01072,3
0.0,0.04576813151110406,0.042514698754775454,0.029830463420310503,0.365991264123302,0.033687351507546016,0.0,0.0,0.47768640565388515,0.0,01073,8
0.0,0.0,0.0013766321966984913,0.0,0.2612475988268839,0.0,0.0,0.7360610570318328,0.0,0.0,01074,7
0.0,0.00451080228353288,0.1564516483228267,0.6083901732994872,0.016497956897872503,0.006917896298424593,0.0,0.0,0.2058351123796912,0.0,01075,3
0.0,0.12374943830647749,0.0,0.20926993060272522,0.12137473822168031,0.0,9.024729240055061e-05,0.0,0.4691237338580217,0.07299416363103013,01077,8
0.0,0.0,0.0,0.0,0.33979872172243897,0.16651769495555369,0.0,0.4912447494988169,0.0,0.0,01079,7
0.0,0.6534501719818647,0.24616833268354288,0.021711793202556364,0.0,0.07494665657127962,0.0,0.0,0.0,0.0,01080,1
0.0,0.35710308844177924,0.05179812655270332,0.04422475706400237,0.0,0.20834716475351117,0.0,0.22174269859213716,0.0,0.11382279610555356,01081,1
0.0,0.0,0.16180311010812543,0.0,0.5125036680760833,0.0,0.10746846587082513,0.01059931484372993,0.20306697096983567,0.0,01083,4
0.015482453595580817,0.0,0.0,0.0,0.24227763928982726,0.05836000771681778,0.0,0.682320259231072,0.0,0.0,01084,7
0.21298668646361865,0.0,0.4533665527481482,0.0,0.03171167271005679,0.0,0.0,0.2990519440071004,0.0,0.0,01086,2
0.10660376853298638,0.3942545134018855,0.12717704397445398,0.0,0.0,0.0,0.0,0.35017407094362846,0.0,0.019235942707499905,01088,1
0.28909515321923074,0.01668095329042635,0.0,0.0,0.2548872413517408,0.13743254522933057,0.0,0.2893909782653973,0.009275073101266525,0.0,01092,7
0.0,0.06320253417050277,0.0,0.0,0.18677033466612664,0.0,0.0,0.48217073810219313,0.13919753444809527,0.1262899430370937,01093,7
0.0,0.0,0.0,0.0,0.27962753323263684,0.1190246095937343,0.0,0.5994103398214282,0.0,0.0,01094,7
0.0,0.0,0.05681490609947428,0.3533081715079947,0.0,0.11703827518873372,0.0,0.0,0.4701369685282057,0.0,01095,8
0.0,0.08951494645397992,0.0032072134925815905,0.0,0.0,0.0,0.0,0.5847121649946103,0.0,0.3208243075288543,01097,7
0.0,0.0,0.4298144309672242,0.31829751565376546,0.0,0.04836699235910332,0.0,0.1074524972723396,0.09378885071628128,0.0,01144,2
0.0,0.0,0.3000136847636047,0.5743893087603347,0.0,0.07786031785723785,0.0,0.04646228074148625,0.0,0.0,01105,3
0.0,0.0,0.07209851214819246,0.5116433619933242,0.0031606955175555148,0.0,0.05906225805718529,0.014733044704705945,0.33746156160220464,0.0,01116,3
0.0,0.0,0.3239709926066243,0.4400515601666587,0.0,0.2338475150028468,0.0,0.0,0.0,0.0,01107,3
0.0,0.0,0.17669867844001474,0.823041060918649,0.0,4.242882377422437e-05,0.0,0.0,0.0,0.0,01139,3
0.07818706838074743,0.0,0.16994748033602075,0.6099958714236047,0.0,0.0,0.0,0.0035469084204563803,0.13699955871982245,0.0,01118,3
0.0,0.07410436514857367,0.2735873723737469,0.5400383172551735,0.0,0.11067953769391113,0.0,0.0,0.0,0.0,01119,3
0.026040732338653633,0.0,0.3041238010339669,0.38968985968410624,0.0,0.0,0.0,0.06877138063180531,0.03279942262677157,0.17647480891805853,01128,3
0.11117029983722708,0.025152262141156664,0.24219937636781158,0.5242596047639734,0.0,0.0,0.0,0.025558191765637665,0.0,0.07004995356916734,01129,3
0.0,0.0,0.0,0.6580633364991544,0.0,0.0,0.0,0.2992621547445755,0.0,0.04286317310146194,01220,3
0.0,0.0,0.0,0.0,0.41517833770338786,0.13578367711788522,0.0,0.44637607398142265,0.0,0.0,01222,7
0.0,0.0,0.08776644750555851,0.4965691614748617,0.0,0.0,0.0,0.41558839441668144,0.0,0.0,01223,3
0.0,0.0,0.15722938959952884,0.0,0.24848866985804166,0.0,0.0,0.5924352115981192,0.0,0.0,01224,7
0.0,0.2218544650912248,0.0,0.0,0.250899292871444,0.16735772428704151,0.0,0.031019635926574977,0.03339360985487339,0.29122932815259306,01225,9
0.0,0.13585946008269587,0.0,0.0,0.0,0.0,0.0,0.5783231274830314,0.0,0.28404616499073815,01229,7
0.0,0.0,0.31656599224709214,0.04295132136606665,0.0,0.005979076110848012,0.0,0.08355320623747896,0.5470358193139067,0.0,01236,8
0.0,0.3339709674962613,0.27055274466665963,0.0936712430234205,0.08434344652421238,0.06163956758576735,0.132078824345327,0.0,0.0201021251415099,0.0,01237,1
0.0,0.0,0.17112385918229786,0.0578067579601668,0.0394410587390986,0.28265319031663527,0.0,0.0,0.44475324855648046,0.0,01238,8
0.04605909606024418,0.0,0.018729846721641605,0.0,0.0,0.06257405811211462,0.0,0.052150864897201395,0.8161070255899446,0.0,01240,8
0.0,0.2963875120245354,0.0,0.0,0.1862282896297522,0.0,0.0,0.5038749145742019,0.011460131623828912,0.0,01242,7
0.1876861689723254,0.0,0.0,0.0,0.21193057851783575,0.0,0.15677752920350765,0.31330068128441135,0.0,0.12729558867869573,01243,7
0.01516323578108048,0.0,0.0,0.0,0.2108224499273079,0.0,0.0,0.7728792725060301,0.0,0.0,01244,7
0.11642739839107784,0.08060404458325472,0.21600863534247783,0.0,0.02399367776572392,0.09746296343883164,0.2711635158119061,0.13551744237421454,0.05516565573775358,0.0,01245,6
0.0,0.2564705282331231,0.0,0.0,0.11727308078027374,0.05565847911862681,0.08168152769532598,0.3034717132358335,0.0,0.18253687789791656,01253,7
0.15291252425249832,0.0,0.08586324049492464,0.009626094022927167,0.0,0.0,0.0,0.0,0.36518532673404625,0.38197523565490055,01254,9
0.0,0.0,0.24536807876958563,0.08524535822104531,0.0,0.042161795568446445,0.0,0.24763538554512318,0.37662967394658187,0.0,01255,8
0.04182721888011608,0.2425021497283691,0.22519788662428603,0.10313439858868151,0.0,0.0,0.0,0.2530321661992309,0.13171294289517335,0.0,01256,7
0.2753065285261329,0.0,0.0003354930865218219,0.0,0.18388550033124176,0.3207359259368237,0.0,0.21617330466849116,0.0,0.0,01257,5
0.17989523334953286,0.34335986111832734,0.0,0.0,0.0161621289713331,0.0,0.0,0.3698366821045189,0.08822925246819671,0.0,01259,7
0.030344692158343196,0.012646952642013216,0.0,0.0,0.46298019511421595,0.007064863947630114,0.0,0.4844748236362502,0.0,0.0,01260,7
0.0,0.29493852766637046,0.3619588766648282,0.06947599842298913,0.0,0.0,0.18662490065657955,0.03666244633423628,0.046785770540840335,0.0,01263,2
0.042176692139932,0.0,0.0,0.0,0.34417862011670314,0.0,0.0,0.6117485240595311,0.0,0.0,01264,7
0.0,0.0,0.15008286363074658,0.0,0.2816376566338319,0.122891310908282,0.16235719366730367,0.27983508134500096,0.0,0.0,01270,4
0.0,0.08029050499531636,0.09839130826113458,0.5291346982117114,0.0,0.05937479585787086,0.0,0.0,0.23109362528328267,0.0,01302,3
0.0,0.25002775417998924,0.11770603229043626,0.0,0.0,0.0,0.03459411946056163,0.10926804372914983,0.38614280759070235,0.09845987258044653,01330,8
0.0,0.0,0.007364546270326303,0.7182496047280759,0.0,0.0,0.0359537707394792,0.2291027309380889,0.009533478295298667,0.0,01331,3
0.0,0.03189963424723036,0.21676950590331284,0.1822787606977414,0.17151825641255686,0.01331466850525025,0.12046952654264201,0.11287106954233239,0.1478452553739064,0.0,01337,2
0.030884210528667334,0.0,0.0,0.0,0.30993299612785635,0.0,0.0,0.6575015442225464,0.0,0.0,01338,7
0.0,0.0,0.12653900029471546,0.20090084231000524,0.0674835618450694,0.0,0.0,0.3136256934504046,0.2893181825454096,0.0,01339,7
0.0,0.0,0.12457558265105707,0.33443808653126716,0.0,0.0,0.0,0.2685897329964029,0.12111538478741561,0.1497190912173001,01340,3
0.0,0.0,0.0,0.0,0.17251988747513697,0.0030799056573923957,0.4243898805368772,0.17595979350728735,0.22043388093198532,0.0,01341,6
0.0,0.05783386803021146,0.3447976135840504,0.08592773973086545,0.0,0.0,0.10890592527981136,0.01986589339641463,0.3788197930358962,0.0,01342,8
0.014096478628048997,0.0,0.0,0.0,0.14239530610552276,0.0,0.0,0.842701996920558,0.0,0.0,01343,7
0.0,0.04919340340105627,0.2542627010612836,0.2324925363640894,0.0,0.0,0.0,0.2154670027791657,0.24629947165189464,0.0,01344,2
0.0,0.0,0.09098828251713306,0.22292843502086887,0.0,0.0,0.16600411183145808,0.4918187409218549,0.020642587018957433,0.006544302114541139,01346,7
0.039399996938149134,0.0,0.0,0.0,0.2799148492511878,0.0,0.0,0.6791100710193394,0.0,0.0,01347,7
0.2604229104878917,0.26304544210909125,0.0315824016138227,0.03438531340829433,0.0,0.0,0.0,0.0,0.0,0.4065381078456188,01349,9
